Updated On,State,Total Doses Administered,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered)
15-05-2021,Bihar,8869524,7180068,1689456,3829966,3349038,1064,593607,8275917,
16-05-2021,Bihar,8994996,7303994,1691002,3910056,3392834,1104,603397,8391599,
17-05-2021,Bihar,9108969,7411900,1697069,3979595,3431162,1143,624474,8484495,
18-05-2021,Bihar,9188143,7483076,1705067,4024664,3457245,1167,653650,8534493,
19-05-2021,Bihar,9244503,7533234,1711269,4055849,3476204,1181,676443,8568060,
20-05-2021,Bihar,9364319,7649684,1714635,4130602,3517849,1233,687077,8677242,
21-05-2021,Bihar,9461804,7740228,1721576,4186389,3552576,1263,703439,8758365,0
22-05-2021,Bihar,9521984,7792417,1729567,4218398,3572736,1283,720880,8801104,0
23-05-2021,Bihar,9680319,7946124,1734195,4314767,3629998,1359,730210,8950109,0
24-05-2021,Bihar,9866975,8126351,1740624,4428170,3696735,1446,742073,9124902,0
25-05-2021,Bihar,9988331,8240377,1747954,4500545,3738337,1495,755929,9232402,0
26-05-2021,Bihar,10065594,8310987,1754607,4545683,3763780,1524,767758,9297836,0
27-05-2021,Bihar,10117955,8358232,1759723,4574895,3781803,1534,776108,9341847,0
28-05-2021,Bihar,10151853,8387278,1764575,4592530,3793203,1545,782672,9369181,0
29-05-2021,Bihar,10204573,8431414,1773159,4619004,3810857,1553,795116,9409457,0
30-05-2021,Bihar,10247415,8467861,1779554,4639735,3826562,1564,804259,9443156,0
31-05-2021,Bihar,10307600,8516097,1791503,4667304,3847222,1571,817845,9489755,0
01-06-2021,Bihar,10366689,8563603,1803086,4693979,3868046,1578,830835,9535854,0
02-06-2021,Bihar,10424975,8612656,1812319,4720745,3890328,1583,841901,9583074,0
03-06-2021,Bihar,10585288,8764409,1820879,4812092,3950693,1624,865681,9719607,0
04-06-2021,Bihar,10772252,8941673,1830579,4919926,4020049,1698,891581,9880671,0
05-06-2021,Bihar,10922525,9083469,1839056,5004520,4077199,1750,916993,10005532,0
06-06-2021,Bihar,11030034,9183267,1846767,5062126,4119362,1779,944593,10085441,0
07-06-2021,Bihar,11134737,9277636,1857101,5115446,4160390,1800,977551,10157186,0
08-06-2021,Bihar,11231592,9362801,1868791,5162706,4198274,1821,1012409,10219183,0
09-06-2021,Bihar,11409331,9530621,1878710,5264974,4263769,1878,1035635,10373696,0
10-06-2021,Bihar,11599819,9712352,1887467,5378257,4332166,1929,1053972,10545847,0
11-06-2021,Bihar,11778969,9881658,1897311,5475709,4403969,1980,1065775,10713194,0
12-06-2021,Bihar,11938798,10032415,1906383,5559406,4470981,2028,1075681,10863117,0
13-06-2021,Bihar,12032029,10119417,1912612,5606378,4511002,2037,1081894,10950135,0
14-06-2021,Bihar,12133333,10210633,1922700,5655062,4553530,2041,1091206,11042127,0
15-06-2021,Bihar,12205407,10273357,1932050,5687518,4583793,2046,1099531,11105876,0
16-06-2021,Bihar,12716811,10763130,1953681,5958003,4802979,2148,1124634,11592177,0
17-06-2021,Bihar,12982413,10995411,1987002,6085226,4907985,2200,1163058,11819355,0
18-06-2021,Bihar,13174680,11158741,2015939,6171990,4984520,2231,1212817,11961863,0
19-06-2021,Bihar,13509656,11471642,2038014,6346029,5123326,2287,1266734,12242922,0
20-06-2021,Bihar,13680378,11630826,2049552,6436064,5192448,2314,1297687,12382691,0
21-06-2021,Bihar,14235058,12161634,2073424,6726542,5432655,2437,1387886,12847172,0
22-06-2021,Bihar,14642396,12546864,2095532,6931464,5612891,2509,1484822,13157574,0
23-06-2021,Bihar,14978417,12863306,2115111,7101980,5758762,2564,1547162,13431255,0
24-06-2021,Bihar,15264572,13127210,2137362,7241294,5883304,2612,1612751,13651821,0
25-06-2021,Bihar,15512516,13355865,2156651,8537977,6971740,2799,1697897,13814612,7
26-06-2021,Bihar,15683198,13508016,2175182,8630298,7050060,2840,1742229,13940825,144
27-06-2021,Bihar,15744915,13562883,2182032,8663107,7078958,2850,1759614,13985022,279
28-06-2021,Bihar,15802730,13608219,2194511,8694847,7105022,2861,1777820,14024554,356
29-06-2021,Bihar,15856079,13650265,2205814,8723574,7129602,2903,1794776,14060877,426
30-06-2021,Bihar,15899022,13683539,2215483,8746748,7149362,2912,1805950,14092595,477
01-07-2021,Bihar,16116113,13863804,2252309,8864674,7248480,2959,1826132,14289456,525
02-07-2021,Bihar,16716028,14384051,2331977,9184960,7528013,3055,1850867,14864598,563
03-07-2021,Bihar,17118573,14723129,2395444,9394010,7721407,3156,1870072,15247918,583
04-07-2021,Bihar,17255736,14835284,2420452,9465222,7787329,3185,1880704,15374449,583
05-07-2021,Bihar,17384095,14935067,2449028,9531480,7849401,3214,1890542,15492970,583
06-07-2021,Bihar,17526845,15046903,2479942,9607873,7915722,3250,1897811,15628446,588
07-07-2021,Bihar,17610100,15113068,2497032,9652635,7954202,3263,1900553,15708959,588
08-07-2021,Bihar,18063158,15479479,2583679,9890286,8169514,3358,1903960,16158610,588
09-07-2021,Bihar,18380464,15741778,2638686,10055274,8321765,3425,1906430,16473446,588
10-07-2021,Bihar,18555157,15881330,2673827,10147662,8404033,3462,1909728,16644840,589
11-07-2021,Bihar,18592326,15907215,2685111,10167125,8421736,3465,1910822,16680915,589
12-07-2021,Bihar,18943852,16191133,2752719,10350948,8589359,3545,1913285,17029935,632
13-07-2021,Bihar,19094504,16313606,2780898,10431825,8659101,3578,1914578,17179193,733
14-07-2021,Bihar,19302470,16477106,2825364,10540157,8758708,3605,1984559,17317064,847
15-07-2021,Bihar,19783157,16847635,2935522,10791832,8987545,3780,2043673,17738563,921
16-07-2021,Bihar,20092154,17088089,3004065,10953837,9134455,3862,2088284,18002866,1004
17-07-2021,Bihar,20663069,17553230,3109839,11252640,9406459,3970,2113240,18548725,1104
18-07-2021,Bihar,20914922,17761503,3153419,11382797,9528089,4036,2121052,18792663,1207
19-07-2021,Bihar,21339603,18112947,3226656,11599516,9735950,4137,2136252,19201990,1361
20-07-2021,Bihar,21518602,18257434,3261168,11693867,9820561,4174,2151591,19365500,1511
21-07-2021,Bihar,21549709,18282135,3267574,11709895,9835634,4180,2154511,19393582,1616
22-07-2021,Bihar,21652372,18344999,3307373,11764545,9883623,4204,2206175,19444470,1727
23-07-2021,Bihar,21715582,18385807,3329775,11798494,9912873,4215,2237000,19476744,1838
24-07-2021,Bihar,22055218,18652095,3403123,11982913,10068027,4278,2249999,19803256,1963
25-07-2021,Bihar,22521082,19020216,3500866,12228709,10288019,4354,2292880,20226159,2043
26-07-2021,Bihar,22873038,19299851,3573187,12417822,10450797,4419,2336992,20533902,2144
27-07-2021,Bihar,23113597,19489196,3624401,12544980,10564158,4459,2373336,20738074,2187
28-07-2021,Bihar,23270179,19604300,3665879,12625403,10640273,4503,2454356,20813627,2196
29-07-2021,Bihar,23662515,19910198,3752317,12831255,10826682,4578,2505901,21154408,2206
30-07-2021,Bihar,23969818,20156249,3813569,12990294,10974866,4658,2539120,21428476,2222
31-07-2021,Bihar,24442464,20551758,3890706,13231179,11206529,4756,2578195,21862026,2243
01-08-2021,Bihar,24699839,20779993,3919846,13359353,11335686,4800,2594949,22102641,2249
02-08-2021,Bihar,24886946,20925271,3961675,13459123,11422984,4839,2628256,22256416,2274
03-08-2021,Bihar,24997957,21000662,3997295,13514195,11478902,4860,2672605,22323059,2293
04-08-2021,Bihar,25401755,21321757,4079998,13726858,11669963,4934,2704557,22694894,2304
05-08-2021,Bihar,26174182,21967887,4206295,14111190,12057865,5127,2725990,23445866,2326
06-08-2021,Bihar,26793524,22499306,4294218,14413955,12374298,5271,2745986,24045151,2387
07-08-2021,Bihar,27345184,22945519,4399665,14688540,12651228,5416,2883211,24459496,2477
08-08-2021,Bihar,27628084,23181822,4446262,14824871,12797721,5492,2946892,24678715,2477
09-08-2021,Bihar,27834939,23350171,4484768,14926420,12902990,5529,3006086,24826305,2548
10-08-2021,Bihar,28012422,23492399,4520023,15017048,12989791,5583,3082172,24927606,2644
11-08-2021,Bihar,28337932,23758152,4579780,15183053,13149222,5657,3171489,25163703,2740
12-08-2021,Bihar,28933609,24251069,4682540,15484677,13443143,5789,3222777,25708023,2809
13-08-2021,Bihar,29573545,24789669,4783876,15804118,13763496,5931,3309791,26260889,2865
14-08-2021,Bihar,30026645,25167378,4859267,16028771,13991844,6030,3394727,26628989,2929
15-08-2021,Bihar,30131314,25253825,4877489,16079597,14045656,6061,3407842,26720543,2929
16-08-2021,Bihar,30615518,25651427,4964091,16326999,14282327,6192,3436599,27175929,2990
17-08-2021,Bihar,30883857,25867731,5016126,16462389,14415203,6265,3466929,27413881,3047
18-08-2021,Bihar,31572570,26428430,5144140,16805734,14760375,6461,3514960,28054522,3088
19-08-2021,Bihar,32075685,26840130,5235555,17051010,15018083,6592,3596301,28476257,3127
20-08-2021,Bihar,32194046,26940956,5253090,17108819,15078610,6617,3617404,28573471,3171
21-08-2021,Bihar,32340754,27047653,5293101,17187017,15147077,6660,3659350,28678212,3192
22-08-2021,Bihar,32385361,27084998,5300363,17209525,15169168,6668,3676146,28706023,3192
23-08-2021,Bihar,32803781,27414306,5389475,17425962,15371039,6780,3727388,29073181,3212
24-08-2021,Bihar,33038455,27592696,5445759,17547192,15484437,6826,3777597,29257626,3232
25-08-2021,Bihar,33709657,28141071,5568586,17880132,15822525,7000,3805097,29901301,3259
26-08-2021,Bihar,34231924,28568034,5663890,18140421,16084377,7126,3858958,30369672,3294
27-08-2021,Bihar,34844644,29065666,5778978,18439826,16397535,7283,3911288,30929945,3411
28-08-2021,Bihar,35281659,29406992,5874667,18655705,16618569,7385,4004790,31273314,3555
29-08-2021,Bihar,,,,,,,,,
30-08-2021,Bihar,,,,,,,,,
31-08-2021,Bihar,,,,,,,,,
16-01-2021,Chandigarh,120,120,0,94,26,0,0,120,
17-01-2021,Chandigarh,120,120,0,94,26,0,0,120,
18-01-2021,Chandigarh,158,158,0,116,42,0,0,158,
19-01-2021,Chandigarh,165,165,0,110,55,0,0,165,
20-01-2021,Chandigarh,165,165,0,110,55,0,0,165,
21-01-2021,Chandigarh,281,281,0,182,99,0,0,281,
22-01-2021,Chandigarh,507,507,0,305,202,0,0,507,
23-01-2021,Chandigarh,790,790,0,451,339,0,0,790,
24-01-2021,Chandigarh,797,797,0,456,341,0,0,797,
25-01-2021,Chandigarh,1172,1172,0,650,522,0,0,1172,
26-01-2021,Chandigarh,1174,1174,0,652,522,0,0,1174,
27-01-2021,Chandigarh,1519,1519,0,826,693,0,0,1519,
28-01-2021,Chandigarh,1821,1821,0,980,841,0,0,1821,
29-01-2021,Chandigarh,1874,1874,0,1016,858,0,0,1874,
30-01-2021,Chandigarh,2206,2206,0,1181,1025,0,0,2206,
31-01-2021,Chandigarh,2217,2217,0,1188,1029,0,0,2217,
01-02-2021,Chandigarh,2390,2390,0,1278,1112,0,0,2390,
02-02-2021,Chandigarh,2492,2492,0,1319,1173,0,0,2492,
03-02-2021,Chandigarh,2808,2808,0,1499,1309,0,0,2808,
04-02-2021,Chandigarh,3150,3150,0,1664,1486,0,0,3150,
05-02-2021,Chandigarh,3511,3511,0,1861,1650,0,0,3511,
06-02-2021,Chandigarh,3858,3858,0,2107,1751,0,0,3858,
07-02-2021,Chandigarh,3858,3858,0,2107,1751,0,0,3858,
08-02-2021,Chandigarh,4189,4189,0,2359,1830,0,0,4189,
09-02-2021,Chandigarh,4571,4571,0,2661,1910,0,0,4571,
10-02-2021,Chandigarh,5004,5004,0,3017,1987,0,0,5004,
11-02-2021,Chandigarh,5480,5480,0,3365,2115,0,0,5480,
12-02-2021,Chandigarh,6056,6056,0,3773,2283,0,1,6055,
13-02-2021,Chandigarh,6826,6709,117,4299,2410,0,1,6708,
14-02-2021,Chandigarh,6829,6712,117,4301,2411,0,1,6711,
15-02-2021,Chandigarh,7332,7214,118,4703,2511,0,2,7212,
16-02-2021,Chandigarh,8018,7836,182,5194,2642,0,3,7833,
17-02-2021,Chandigarh,8561,8364,197,5636,2728,0,6,8358,
18-02-2021,Chandigarh,9187,8789,398,5989,2800,0,8,8781,
19-02-2021,Chandigarh,10065,9554,511,6495,3059,0,9,9545,
20-02-2021,Chandigarh,11125,10379,746,7138,3241,0,9,10370,
21-02-2021,Chandigarh,11125,10379,746,7138,3241,0,9,10370,
22-02-2021,Chandigarh,12291,11279,1012,7811,3468,0,10,11269,
23-02-2021,Chandigarh,13594,12449,1145,8722,3727,0,11,12438,
24-02-2021,Chandigarh,14889,13675,1214,9613,4062,0,18,13657,
25-02-2021,Chandigarh,16579,15100,1479,10675,4425,0,45,15055,
26-02-2021,Chandigarh,18567,16927,1640,12147,4780,0,54,16873,
27-02-2021,Chandigarh,18567,16927,1640,12147,4780,0,54,16873,
28-02-2021,Chandigarh,18567,16927,1640,12147,4780,0,54,16873,
01-03-2021,Chandigarh,18567,16927,1640,12147,4780,0,54,16873,
02-03-2021,Chandigarh,21667,19725,1942,14193,5532,0,57,19668,
03-03-2021,Chandigarh,23900,21765,2135,15600,6165,0,61,21704,
04-03-2021,Chandigarh,26149,23665,2484,16836,6829,0,64,23601,
05-03-2021,Chandigarh,28397,25595,2802,17974,7621,0,66,25529,
06-03-2021,Chandigarh,30679,27526,3153,19143,8383,0,67,27459,
07-03-2021,Chandigarh,30902,27748,3154,19248,8500,0,68,27680,
08-03-2021,Chandigarh,33476,29863,3613,20502,9361,0,69,29794,
09-03-2021,Chandigarh,32738,28622,4116,22363,10375,0,0,32733,
10-03-2021,Chandigarh,35205,30598,4607,23850,11355,0,0,35200,
11-03-2021,Chandigarh,35992,31298,4694,24269,11723,0,0,35987,
12-03-2021,Chandigarh,38260,33104,5156,25585,12675,0,0,38255,
13-03-2021,Chandigarh,40522,34856,5666,26866,13656,0,0,40517,
14-03-2021,Chandigarh,40701,34965,5736,26987,13714,0,0,40696,
15-03-2021,Chandigarh,43221,36848,6373,28570,14651,0,0,43216,
16-03-2021,Chandigarh,49179,42234,6945,27417,14817,0,0,49179,
17-03-2021,Chandigarh,57449,50040,7409,31679,18360,1,0,57449,
18-03-2021,Chandigarh,59520,51658,7862,32583,19074,1,0,59520,
19-03-2021,Chandigarh,61642,53379,8263,33496,19882,1,0,61642,
20-03-2021,Chandigarh,63645,54986,8659,34335,20650,1,0,63645,
21-03-2021,Chandigarh,63808,55144,8664,34418,20725,1,0,63808,
22-03-2021,Chandigarh,65746,56588,9158,35201,21386,1,0,65746,
23-03-2021,Chandigarh,67392,57782,9610,35877,21904,1,0,67392,
24-03-2021,Chandigarh,68959,58992,9967,36577,22414,1,0,68959,
25-03-2021,Chandigarh,70827,60519,10308,37415,23103,1,0,70827,
26-03-2021,Chandigarh,72558,61839,10719,38164,23674,1,0,72558,
27-03-2021,Chandigarh,74151,63168,10983,38829,24338,1,0,74151,
28-03-2021,Chandigarh,74257,63269,10988,38883,24385,1,0,74257,
29-03-2021,Chandigarh,74284,63294,10990,38893,24400,1,0,74284,
30-03-2021,Chandigarh,76009,64574,11435,39599,24974,1,0,76009,
31-03-2021,Chandigarh,77711,65748,11963,40264,25483,1,0,77711,
01-04-2021,Chandigarh,81055,68591,12464,41784,26806,1,0,81055,
02-04-2021,Chandigarh,84378,71565,12813,43392,28172,1,0,84378,
03-04-2021,Chandigarh,87837,74528,13309,45010,29517,1,0,87837,
04-04-2021,Chandigarh,90843,77241,13602,46562,30678,1,0,90843,
05-04-2021,Chandigarh,94240,80058,14182,48139,31918,1,0,94240,
06-04-2021,Chandigarh,96011,81444,14567,48949,32494,1,0,96011,
07-04-2021,Chandigarh,101532,85979,15553,51487,34490,2,0,101532,
08-04-2021,Chandigarh,105815,89382,16433,53305,36075,2,0,105815,
09-04-2021,Chandigarh,110149,92814,17335,55177,37635,2,0,110149,
10-04-2021,Chandigarh,115008,96744,18264,57313,39428,3,0,115008,
11-04-2021,Chandigarh,118155,99484,18671,58812,40669,3,0,118155,
12-04-2021,Chandigarh,122941,103131,19810,61010,42118,3,0,122941,
13-04-2021,Chandigarh,126850,106139,20711,62884,43252,3,0,126850,
14-04-2021,Chandigarh,130380,108803,21577,64430,44370,3,0,130380,
15-04-2021,Chandigarh,134563,111665,22898,66127,45535,3,0,134563,
16-04-2021,Chandigarh,139146,114800,24346,68061,46736,3,0,139146,
17-04-2021,Chandigarh,143254,117734,25520,69799,47931,4,0,143254,
18-04-2021,Chandigarh,145600,119500,26100,70818,48678,4,0,145600,
19-04-2021,Chandigarh,149987,122192,27795,72426,49762,4,0,149987,
20-04-2021,Chandigarh,154584,124937,29647,73970,50962,5,0,154584,
21-04-2021,Chandigarh,158565,127635,30930,75424,52205,6,0,158565,
22-04-2021,Chandigarh,163872,130884,32988,77076,53802,6,0,163872,
23-04-2021,Chandigarh,169439,134397,35042,78944,55447,6,0,169439,
24-04-2021,Chandigarh,174721,137994,36727,80666,57322,6,0,174721,
25-04-2021,Chandigarh,178655,140795,37860,82042,58746,7,0,178655,
26-04-2021,Chandigarh,184252,144305,39947,83896,60402,7,0,184252,
27-04-2021,Chandigarh,190041,148026,42015,85803,62216,7,0,190041,
28-04-2021,Chandigarh,196055,151928,44127,87805,64116,7,0,196055,
29-04-2021,Chandigarh,201907,155689,46218,89628,66054,7,0,201907,
30-04-2021,Chandigarh,208489,160071,48418,91881,68181,9,0,208489,
01-05-2021,Chandigarh,213216,163599,49617,93663,69927,9,0,213216,
02-05-2021,Chandigarh,215894,165617,50277,94656,70952,9,0,215894,
03-05-2021,Chandigarh,220462,168672,51790,96246,72417,9,0,220462,
04-05-2021,Chandigarh,225542,172057,53485,98041,74007,9,0,225542,
05-05-2021,Chandigarh,230822,175618,55204,100003,75605,10,0,230822,
06-05-2021,Chandigarh,237473,179429,58044,102169,77250,10,0,237473,
07-05-2021,Chandigarh,243450,183067,60383,104125,78931,11,0,243450,
08-05-2021,Chandigarh,250441,187445,62996,106338,81095,12,0,250441,
09-05-2021,Chandigarh,254612,190204,64408,107769,82423,12,0,254612,
10-05-2021,Chandigarh,260309,193540,66769,109560,83968,12,0,260309,
11-05-2021,Chandigarh,265527,196808,68719,111293,85502,13,0,265527,
12-05-2021,Chandigarh,269353,199576,69777,112721,86842,13,0,269353,
13-05-2021,Chandigarh,273766,202829,70937,114474,88342,13,0,273766,
14-05-2021,Chandigarh,278699,206572,72127,116552,90007,13,0,278699,
15-05-2021,Chandigarh,284834,211162,73672,118975,92173,14,0,284834,
16-05-2021,Chandigarh,285946,212260,73686,119575,92671,14,0,285946,
17-05-2021,Chandigarh,290561,216622,73939,121957,94650,15,0,290561,
18-05-2021,Chandigarh,294430,220312,74118,123972,96321,19,0,294430,
19-05-2021,Chandigarh,298281,224068,74213,126027,98019,22,0,298281,
20-05-2021,Chandigarh,302065,227748,74317,128028,99693,27,0,302065,
21-05-2021,Chandigarh,306407,231985,74422,130387,101568,30,0,306407,0
22-05-2021,Chandigarh,312342,237720,74622,133472,104217,31,0,312342,0
23-05-2021,Chandigarh,315428,240804,74624,135172,105600,32,0,315428,0
24-05-2021,Chandigarh,320496,245841,74655,137908,107901,32,0,320496,0
25-05-2021,Chandigarh,323442,248749,74693,139440,109276,33,0,323442,0
26-05-2021,Chandigarh,324892,250185,74707,140227,109925,33,0,324892,0
27-05-2021,Chandigarh,329825,255083,74742,143166,111884,33,0,329825,0
28-05-2021,Chandigarh,334628,259802,74826,145843,113925,34,0,334628,0
29-05-2021,Chandigarh,339601,264747,74854,148584,116127,36,0,339601,0
30-05-2021,Chandigarh,343466,268609,74857,150746,117826,37,0,343466,0
31-05-2021,Chandigarh,349507,274606,74901,154057,120512,37,0,349507,0
01-06-2021,Chandigarh,355311,280378,74933,157357,122983,38,0,355311,0
02-06-2021,Chandigarh,360794,285834,74960,160638,125156,40,0,360794,0
03-06-2021,Chandigarh,366709,291718,74991,163954,127723,41,0,366709,0
04-06-2021,Chandigarh,372191,297146,75045,167099,130005,42,0,372191,0
05-06-2021,Chandigarh,377873,302775,75098,170305,132426,44,0,377873,0
06-06-2021,Chandigarh,379943,304833,75110,171504,133285,44,0,379943,0
07-06-2021,Chandigarh,383353,308126,75227,173421,134661,44,0,383353,0
08-06-2021,Chandigarh,384919,309608,75311,174297,135266,45,0,384919,0
09-06-2021,Chandigarh,387273,311860,75413,175737,136078,45,0,387273,0
10-06-2021,Chandigarh,389571,314057,75514,177025,136987,45,0,389571,0
11-06-2021,Chandigarh,395515,319892,75623,180391,139454,47,0,395515,0
12-06-2021,Chandigarh,401380,325649,75731,183756,141845,48,0,401380,0
13-06-2021,Chandigarh,405319,329564,75755,186044,143472,48,0,405319,0
14-06-2021,Chandigarh,412175,336282,75893,189871,146362,49,0,412175,0
15-06-2021,Chandigarh,419164,343058,76106,193924,149082,52,0,419164,0
16-06-2021,Chandigarh,425495,349204,76291,197458,151693,53,0,425495,0
17-06-2021,Chandigarh,432584,356082,76502,201435,154592,55,0,432584,0
18-06-2021,Chandigarh,440585,363813,76772,205950,157807,56,100,440485,0
19-06-2021,Chandigarh,450057,372899,77158,210827,162013,59,270,449787,0
20-06-2021,Chandigarh,453577,376354,77223,212636,163657,61,350,453227,0
21-06-2021,Chandigarh,460426,382966,77460,216418,166474,74,390,460036,0
22-06-2021,Chandigarh,468436,390586,77850,220768,169743,75,482,467954,0
23-06-2021,Chandigarh,475527,397301,78226,224486,172739,76,593,474934,0
24-06-2021,Chandigarh,482326,403380,78946,227858,175446,76,788,481538,0
25-06-2021,Chandigarh,489480,409614,79866,278596,210820,64,989,488491,0
26-06-2021,Chandigarh,498862,417304,81558,283606,215192,64,1099,497763,0
27-06-2021,Chandigarh,504126,421745,82381,286432,217630,64,1109,503017,0
28-06-2021,Chandigarh,511843,427780,84063,290581,221196,66,1138,510705,0
29-06-2021,Chandigarh,519880,434020,85860,294851,224960,69,1205,518675,0
30-06-2021,Chandigarh,526877,439301,87576,298570,228236,71,1375,525502,0
01-07-2021,Chandigarh,533897,444544,89353,302365,231458,74,1444,532453,0
02-07-2021,Chandigarh,541103,449392,91711,306185,234844,74,1529,539574,0
03-07-2021,Chandigarh,551586,456634,94952,311609,239901,76,1580,550006,0
04-07-2021,Chandigarh,558150,461440,96710,315083,242991,76,1580,556570,0
05-07-2021,Chandigarh,566601,467197,99404,319691,246834,76,1620,564981,0
06-07-2021,Chandigarh,574184,472038,102146,323916,250188,80,1647,572537,0
07-07-2021,Chandigarh,580735,476076,104659,327531,253124,80,1679,579056,0
08-07-2021,Chandigarh,586654,479535,107119,330901,255672,81,1693,584961,0
09-07-2021,Chandigarh,594496,483886,110610,335263,259151,82,1732,592764,0
10-07-2021,Chandigarh,605255,490212,115043,341039,264131,85,1806,603449,0
11-07-2021,Chandigarh,611733,494636,117097,344687,266961,85,1806,609927,0
12-07-2021,Chandigarh,620721,500328,120393,349812,270822,87,1838,618883,0
13-07-2021,Chandigarh,628577,505214,123363,354313,274177,87,1867,626710,0
14-07-2021,Chandigarh,646643,520502,126141,364343,282203,97,2032,644611,0
15-07-2021,Chandigarh,655179,525981,129198,369025,286056,98,2078,653101,0
16-07-2021,Chandigarh,664346,531740,132606,373932,290315,99,2174,662172,0
17-07-2021,Chandigarh,676154,538909,137245,380224,295830,100,2310,673844,0
18-07-2021,Chandigarh,684417,544177,140240,384798,299518,101,2310,682107,0
19-07-2021,Chandigarh,693228,549385,143843,390084,303042,102,2360,690868,0
20-07-2021,Chandigarh,703489,554918,148571,395718,307665,106,2507,700982,0
21-07-2021,Chandigarh,711040,558850,152190,399935,310995,110,2516,708524,0
22-07-2021,Chandigarh,720736,563735,157001,405125,315501,110,2761,717975,0
23-07-2021,Chandigarh,731391,569452,161939,411111,320167,113,2846,728545,0
24-07-2021,Chandigarh,745126,576913,168213,418448,326562,116,2875,742251,0
25-07-2021,Chandigarh,752626,581613,171013,422857,329653,116,2875,749751,0
26-07-2021,Chandigarh,761995,587081,174914,428363,333515,117,3111,758884,0
27-07-2021,Chandigarh,771657,592744,178913,433676,337862,119,3168,768489,0
28-07-2021,Chandigarh,780708,597901,182807,439300,341288,120,3220,777488,0
29-07-2021,Chandigarh,789355,603124,186231,444182,345053,120,3288,786067,0
30-07-2021,Chandigarh,798368,608006,190362,449355,348893,120,3336,795032,0
31-07-2021,Chandigarh,817144,621982,195162,460084,356937,123,3396,813748,0
01-08-2021,Chandigarh,844437,646859,197578,476525,367789,123,3801,840636,0
02-08-2021,Chandigarh,852218,651891,200327,481423,370670,125,3823,848395,0
03-08-2021,Chandigarh,863331,659902,203429,487941,375263,127,3902,859429,0
04-08-2021,Chandigarh,870600,664509,206091,492305,378168,127,3972,866628,0
05-08-2021,Chandigarh,878332,669284,209048,496913,381291,128,3996,874336,0
06-08-2021,Chandigarh,892796,679894,212902,505578,387091,127,4087,888709,0
07-08-2021,Chandigarh,904840,686609,218231,512514,392197,129,4134,900706,0
08-08-2021,Chandigarh,911473,690815,220658,516491,394853,129,4134,907339,0
09-08-2021,Chandigarh,923819,700285,223534,524263,399424,132,4156,919663,0
10-08-2021,Chandigarh,931847,705033,226814,529014,402698,135,4174,927673,0
11-08-2021,Chandigarh,942061,711763,230298,535130,406795,136,4258,937803,0
12-08-2021,Chandigarh,951572,717457,234115,541027,410406,139,4446,947126,0
13-08-2021,Chandigarh,963304,724636,238668,548399,414763,142,4489,958815,0
14-08-2021,Chandigarh,977930,733579,244351,557241,420544,145,4528,973402,0
15-08-2021,Chandigarh,986013,738600,247413,562184,423681,148,4528,981485,0
16-08-2021,Chandigarh,998641,746589,252052,570441,428047,153,4556,994085,0
17-08-2021,Chandigarh,1009159,752894,256265,577082,431923,154,4586,1004573,0
18-08-2021,Chandigarh,1018836,758525,260311,582989,435691,156,4612,1014224,0
19-08-2021,Chandigarh,1028192,763758,264434,588597,439438,157,4650,1023542,0
20-08-2021,Chandigarh,1036398,768189,268209,593707,442534,157,4683,1031715,0
21-08-2021,Chandigarh,1044255,772137,272118,598817,445280,158,4698,1039557,0
22-08-2021,Chandigarh,1044400,772206,272194,598898,445344,158,4701,1039699,0
23-08-2021,Chandigarh,1053291,777153,276138,604187,448944,160,4719,1048572,0
24-08-2021,Chandigarh,1061404,781165,280239,608734,452509,161,4746,1056658,0
25-08-2021,Chandigarh,1069336,784984,284352,613341,455832,163,4758,1064578,0
26-08-2021,Chandigarh,1077605,789037,288568,618069,459372,164,4803,1072802,0
27-08-2021,Chandigarh,1087842,793611,294231,624050,463628,164,4830,1083012,0
28-08-2021,Chandigarh,1098550,798036,300514,629793,468592,165,4861,1093689,0
29-08-2021,Chandigarh,,,,,,,,,
30-08-2021,Chandigarh,,,,,,,,,
31-08-2021,Chandigarh,,,,,,,,,
16-01-2021,Chhattisgarh,1040,1040,0,525,515,0,0,1040,
17-01-2021,Chhattisgarh,1040,1040,0,525,515,0,0,1040,
18-01-2021,Chhattisgarh,1656,1656,0,726,930,0,0,1656,
19-01-2021,Chhattisgarh,2014,2014,0,867,1147,0,0,2014,
20-01-2021,Chhattisgarh,3351,3351,0,1343,2008,0,0,3351,
21-01-2021,Chhattisgarh,5752,5752,0,2007,3745,0,0,5752,
22-01-2021,Chhattisgarh,5807,5807,0,2034,3773,0,0,5807,
23-01-2021,Chhattisgarh,12185,12185,0,3892,8292,1,0,12185,
24-01-2021,Chhattisgarh,12506,12506,0,4046,8459,1,0,12506,
25-01-2021,Chhattisgarh,24018,24018,0,7753,16264,1,0,24018,
26-01-2021,Chhattisgarh,24120,24120,0,7791,16328,1,0,24120,
27-01-2021,Chhattisgarh,36363,36363,0,11198,25162,3,0,36363,
28-01-2021,Chhattisgarh,46869,46869,0,13804,33062,3,0,46869,
29-01-2021,Chhattisgarh,47318,47318,0,14020,33295,3,0,47318,
